"Rootcrops: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December","2025 January","2025 February","2025 March","2025 April","2025 May","2025 June","2025 July","2025 August","2025 September","2025 October","2025 November","2025 December"
"..IV-A - CALABARZON","POTATO, 1 KG",138.61,121.10,105.55,87.95,79.72,65.56,64.58,71.88,74.57,88.50,100.00,100.13,105.94,91.13,80.51,84.38,87.82,91.88,89.07,99.57,94.38,100.75,132.38,143.72,174.57,145.19,112.19,104.25,98.75,113.38,112.41,133.13,161.69,191.94,193.36,178.22,150.78,132.75,128.03,125.13,115.13,141.38,122.19,118.00,100.28,99.22,105.75,139.03,168.38,142.97,118.16,100.97,96.72,92.94,94.50,104.69,.,.,.,.
"..IV-A - CALABARZON","SWEET POTATO (CAMOTE), 1 KG",60.36,58.66,53.59,50.21,52.47,45.13,44.57,54.29,51.88,55.63,56.25,54.38,63.33,58.33,60.00,57.50,52.17,65.83,65.83,61.67,63.33,61.43,64.38,58.75,60.63,63.75,61.25,59.38,57.50,57.50,71.25,75.63,77.50,68.75,68.75,75.00,70.00,73.13,66.88,61.25,68.13,64.38,70.00,73.25,78.13,82.50,79.38,76.88,68.75,76.25,75.63,67.25,70.63,71.88,73.75,84.13,.,.,.,.
"..IV-A - CALABARZON","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Batangas","CARROT, 1 KG",163.75,116.25,100.00,92.50,90.00,66.25,76.25,95.00,148.75,111.25,135.00,142.38,122.38,101.00,115.75,102.50,106.88,105.63,110.00,129.13,145.38,156.25,168.50,163.13,149.63,154.25,91.88,94.38,97.50,95.25,135.63,202.50,196.88,183.75,183.75,153.75,134.38,118.75,123.13,125.00,117.50,126.88,138.75,146.88,131.25,137.50,183.75,190.00,183.75,145.00,140.63,120.00,121.25,126.75,125.50,175.75,.,.,.,.
"....Batangas","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Batangas","RADDISH (LABANOS), 1 KG",110.19,86.29,76.34,63.72,63.06,71.03,85.63,90.63,80.00,90.63,93.13,75.63,67.50,66.31,68.81,71.31,80.00,85.00,87.50,85.00,81.25,78.75,106.25,112.50,107.50,105.00,94.38,90.63,92.50,89.38,97.50,120.00,113.75,118.75,113.75,98.75,86.25,95.00,97.50,78.75,91.25,122.50,113.75,117.50,110.00,106.25,113.75,112.50,110.00,101.88,106.25,90.00,98.75,106.25,108.75,165.00,.,.,.,.
"....Batangas","POTATO, 1 KG",138.75,116.25,90.00,85.00,73.13,58.75,60.00,70.00,71.88,91.25,102.50,102.50,104.38,94.38,80.63,88.75,95.63,96.88,98.75,101.25,97.50,103.75,132.25,150.00,202.63,195.75,118.13,109.00,113.75,122.25,114.88,140.38,175.00,213.75,221.00,197.50,177.25,153.00,128.75,122.50,118.75,150.00,128.13,129.38,121.25,119.38,122.50,128.75,151.25,135.00,126.25,110.63,115.00,111.25,116.25,131.25,.,.,.,.
"....Batangas","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Batangas","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cavite","CARROT, 1 KG",128.88,119.29,100.70,82.72,88.71,69.89,72.53,102.50,140.00,87.50,123.75,120.00,105.63,99.38,110.00,101.88,93.13,98.75,93.75,115.63,145.00,138.75,149.38,136.25,124.38,96.63,92.88,78.75,81.25,95.38,166.25,171.25,175.63,159.38,166.25,138.50,112.88,109.13,132.50,118.13,111.75,126.63,141.63,167.50,128.50,151.00,188.50,182.25,186.00,131.00,109.75,105.38,109.13,115.00,117.50,223.13,.,.,.,.
"....Cavite","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cavite","RADDISH (LABANOS), 1 KG",106.49,85.19,79.51,90.16,88.74,93.70,94.42,115.00,116.25,122.50,92.25,76.88,90.00,81.25,83.75,80.63,80.63,88.75,86.25,86.88,85.00,91.25,127.50,125.00,127.50,106.25,107.50,92.88,96.25,113.75,106.88,112.50,123.75,141.25,116.88,101.88,97.88,98.50,98.75,100.63,109.38,135.00,121.88,123.25,123.13,145.00,130.63,127.25,123.75,113.75,103.75,101.88,110.00,115.63,126.88,173.75,.,.,.,.
"....Cavite","POTATO, 1 KG",138.46,125.95,121.10,90.90,86.31,72.37,69.16,73.75,77.25,85.75,97.50,97.75,107.50,87.88,80.38,80.00,80.00,86.88,79.38,97.88,91.25,97.75,132.50,146.63,167.50,143.13,119.13,107.00,100.00,116.88,122.88,138.13,163.13,203.75,190.00,174.38,144.13,129.13,131.25,129.38,123.75,150.63,134.13,131.25,107.88,107.50,114.50,148.75,186.88,156.00,126.88,116.00,101.25,96.00,100.75,113.50,.,.,.,.
"....Cavite","SWEET POTATO (CAMOTE), 1 KG",60.36,58.66,53.59,50.21,52.47,45.13,44.57,54.29,51.88,55.63,56.25,54.38,63.33,58.33,60.00,57.50,52.17,65.83,65.83,61.67,63.33,61.43,64.38,58.75,60.63,63.75,61.25,59.38,57.50,57.50,71.25,75.63,77.50,68.75,68.75,75.00,70.00,73.13,66.88,61.25,68.13,64.38,70.00,73.25,78.13,82.50,79.38,76.88,68.75,76.25,75.63,67.25,70.63,71.88,73.75,84.13,.,.,.,.
"....Cavite","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Laguna","CARROT, 1 KG",152.84,123.08,89.27,68.98,59.51,67.63,67.63,101.00,162.38,117.25,143.38,133.00,124.25,84.00,97.50,84.25,83.63,82.63,82.25,104.00,135.63,138.50,150.63,129.50,139.88,103.75,78.38,70.75,74.00,76.63,142.13,162.38,164.50,153.25,147.88,118.75,118.00,97.50,112.25,101.50,91.75,99.88,107.38,152.00,115.00,117.50,143.13,153.00,165.38,112.13,96.63,75.63,75.00,81.63,90.00,145.00,.,.,.,.
"....Laguna","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Laguna","RADDISH (LABANOS), 1 KG",120.64,87.04,57.74,47.40,40.51,51.70,81.00,107.13,122.38,119.75,73.50,70.41,71.75,60.88,78.50,67.63,61.63,73.75,71.25,72.50,76.25,70.25,105.00,115.25,138.00,87.25,73.63,66.00,57.63,78.50,75.38,83.63,86.75,80.50,78.13,81.75,71.75,98.25,93.25,84.50,81.25,105.75,114.50,82.75,76.75,93.00,95.63,93.88,91.38,97.13,89.25,78.75,76.63,93.38,87.25,103.57,.,.,.,.
"....Laguna","POTATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,151.24,171.25,124.25,101.88,95.75,90.00,104.38,103.75,125.00,151.75,179.00,186.56,157.13,143.25,130.75,129.00,129.75,112.38,126.88,106.75,91.13,84.25,83.13,88.38,125.00,154.13,137.50,113.50,87.50,83.25,83.50,78.25,80.00,.,.,.,.
"....Laguna","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Laguna","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quezon","CARROT, 1 KG",180.00,105.00,83.75,83.75,82.50,85.00,82.50,101.25,145.00,100.00,150.00,127.50,124.38,92.50,110.00,102.50,96.25,96.25,93.75,122.50,145.00,158.75,162.50,136.25,127.50,81.25,86.25,72.50,72.50,97.50,177.50,172.50,190.00,173.75,167.50,126.25,122.50,111.25,132.50,120.00,112.50,126.25,145.00,181.25,125.00,138.75,192.50,192.50,205.00,161.25,118.75,101.25,101.25,106.25,117.50,230.00,.,.,.,.
"....Quezon","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quezon","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quezon","POTATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quezon","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quezon","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Rizal","CARROT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123.17,108.75,76.75,74.50,72.75,73.38,80.50,163.38,204.88,175.50,161.50,155.38,120.00,120.00,98.25,119.38,115.25,107.13,103.25,131.88,144.00,113.13,126.00,174.63,170.38,190.25,115.38,103.13,80.00,86.88,86.75,102.88,188.13,.,.,.,.
"....Rizal","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Rizal","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Rizal","POTATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127.00,156.88,117.63,109.63,105.25,91.25,110.00,108.13,129.00,156.88,171.25,175.88,183.88,138.50,118.13,123.13,118.88,105.63,138.00,119.75,120.25,87.75,86.88,97.63,153.63,181.25,143.38,106.00,89.75,87.38,81.00,82.75,94.00,.,.,.,.
"....Rizal","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Rizal","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","CARROT, 1 KG",206.23,120.30,95.95,95.95,94.52,97.38,94.52,116.00,136.00,100.00,144.00,121.00,114.50,99.00,114.00,110.00,98.00,98.00,96.00,126.00,155.00,170.00,160.00,130.00,115.00,83.00,85.00,72.00,72.00,98.00,173.00,190.00,188.00,172.00,166.00,124.00,120.00,103.00,129.00,114.00,105.00,122.00,148.00,173.00,109.00,122.00,178.00,182.00,196.00,140.00,97.00,89.00,95.00,106.00,106.00,241.00,.,.,.,.
"....City of Lucena","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","POTATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lucena","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..MIMAROPA Region","CARROT, 1 KG",186.23,159.99,156.37,141.13,124.19,119.70,126.17,139.39,137.06,130.61,149.10,170.72,168.93,130.60,134.93,131.85,128.73,127.28,123.57,134.03,155.07,164.79,168.92,168.25,162.13,147.46,133.54,124.21,125.20,134.46,161.18,192.58,195.24,185.66,182.24,162.13,160.79,155.00,153.95,142.58,144.48,147.15,162.98,184.16,157.62,171.24,221.03,223.70,225.45,184.28,158.03,145.28,141.45,140.33,142.28,203.20,.,.,.,.
"..MIMAROPA Region","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..MIMAROPA Region","RADDISH (LABANOS), 1 KG",99.37,88.29,89.77,86.99,84.56,82.97,93.99,98.63,99.22,102.22,109.36,99.52,97.48,95.99,90.61,90.65,96.04,99.61,99.61,101.89,100.51,101.50,109.72,116.40,115.38,107.44,108.85,101.78,105.78,113.26,109.55,110.02,105.32,114.53,110.71,105.90,105.19,104.43,106.86,106.08,113.36,123.19,125.15,110.07,117.44,132.11,142.36,140.94,131.82,123.57,116.90,110.40,115.57,127.28,122.78,141.36,.,.,.,.
"..MIMAROPA Region","POTATO, 1 KG",131.71,140.37,137.45,121.73,115.90,106.42,115.34,117.27,108.53,113.59,118.22,116.95,132.07,122.78,117.89,113.52,109.85,108.56,108.60,109.23,114.81,117.68,128.06,146.75,168.63,155.13,138.34,138.19,133.23,135.51,133.97,146.93,151.94,175.06,189.69,173.69,156.32,145.94,149.62,137.93,138.13,144.97,148.27,148.24,134.48,130.48,141.90,153.40,173.37,162.17,152.17,134.13,128.83,123.92,121.96,130.33,.,.,.,.
"..MIMAROPA Region","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..MIMAROPA Region","GABI TUBERS, 1 KG",52.29,54.72,53.50,54.72,53.50,54.72,53.50,52.00,50.50,52.00,50.00,56.00,56.50,57.64,60.25,62.33,63.17,61.92,62.75,62.33,62.33,61.50,62.33,61.08,61.08,64.83,63.58,60.75,62.75,61.92,63.58,61.08,61.92,67.33,64.00,66.08,63.17,62.33,63.17,66.50,70.25,71.92,74.83,74.00,75.67,90.67,100.50,101.33,96.33,93.00,91.33,87.58,83.83,84.67,83.00,81.33,.,.,.,.
"....Marinduque","CARROT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Marinduque","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Marinduque","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Marinduque","POTATO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Marinduque","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Marinduque","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Occidental Mindoro","CARROT, 1 KG",165.01,133.46,115.26,99.49,92.82,86.14,88.57,88.13,88.13,105.63,161.88,180.00,171.25,112.50,121.25,115.00,117.50,116.88,108.75,111.25,163.75,175.00,157.50,156.25,152.50,121.25,114.38,115.63,113.75,126.25,111.25,111.25,110.63,108.75,98.75,91.25,96.88,107.13,113.75,118.00,137.50,140.00,147.50,167.50,148.75,153.13,233.75,227.50,233.75,182.50,136.25,133.75,140.00,133.75,151.25,147.50,.,.,.,.
"....Occidental Mindoro","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Occidental Mindoro","RADDISH (LABANOS), 1 KG",107.59,81.97,74.65,70.26,85.64,76.86,88.57,63.75,60.00,71.25,113.75,75.00,63.75,78.13,77.50,75.00,73.75,71.25,78.13,83.75,87.50,90.00,92.50,105.00,96.25,80.00,73.13,76.88,85.00,82.50,75.00,73.75,73.75,71.25,63.13,63.75,69.38,73.25,77.50,78.00,88.13,93.13,95.00,110.00,104.38,106.88,129.38,121.88,92.50,76.25,83.75,81.25,97.50,112.50,116.25,123.75,.,.,.,.
"....Occidental Mindoro","POTATO, 1 KG",126.25,136.25,116.25,83.75,82.50,75.00,80.00,80.00,80.00,80.00,91.25,91.25,97.50,91.25,79.38,67.50,72.50,76.25,76.88,75.63,106.88,111.25,103.75,123.75,127.50,127.50,125.00,138.13,131.25,130.00,101.25,98.75,90.63,88.13,79.38,81.88,73.75,83.75,90.25,88.25,110.00,115.00,125.00,142.50,127.50,131.25,135.00,146.25,156.25,152.50,138.75,125.00,123.75,122.50,127.50,130.00,.,.,.,.
"....Occidental Mindoro","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Occidental Mindoro","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Oriental Mindoro","CARROT, 1 KG",176.46,158.65,131.13,131.13,135.12,118.58,98.75,113.75,133.75,120.00,112.50,155.00,148.75,120.00,110.00,111.25,116.25,107.50,107.50,121.25,133.75,141.25,166.25,148.75,128.75,107.50,106.88,95.00,93.50,107.50,172.50,210.00,201.25,173.75,187.50,161.25,158.75,152.50,140.63,132.00,133.25,135.75,160.75,188.75,151.25,177.50,220.00,206.25,217.50,170.00,152.50,148.75,141.25,144.75,133.75,235.00,.,.,.,.
"....Oriental Mindoro","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Oriental Mindoro","RADDISH (LABANOS), 1 KG",105.40,80.96,80.96,80.96,84.02,80.21,96.25,107.50,115.00,120.00,102.50,66.25,70.00,73.75,66.25,63.75,73.75,80.00,76.25,81.00,79.50,82.00,102.00,121.25,123.75,96.25,110.00,92.50,96.88,118.13,101.25,113.75,106.25,126.25,113.75,91.25,95.00,90.63,96.88,95.00,111.25,125.00,130.00,115.00,116.25,136.25,132.50,111.25,111.25,96.25,100.00,103.75,100.00,113.75,98.75,145.00,.,.,.,.
"....Oriental Mindoro","POTATO, 1 KG",127.70,122.59,117.48,102.16,120.81,103.43,89.38,100.00,71.25,76.25,85.00,97.50,112.50,108.13,103.50,91.00,96.25,90.00,88.13,96.25,88.13,95.00,137.50,150.00,188.75,151.25,128.13,123.75,114.63,123.75,130.00,159.38,166.25,202.50,218.75,191.25,167.50,146.88,147.50,131.88,134.50,145.75,139.50,139.13,136.25,122.88,153.75,155.00,185.00,163.75,138.75,125.63,116.25,116.25,110.63,127.50,.,.,.,.
"....Oriental Mindoro","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Oriental Mindoro","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Palawan","CARROT, 1 KG",219.47,182.89,177.84,148.83,128.65,129.91,140.00,181.25,171.25,147.50,163.75,187.50,191.25,132.50,141.25,138.75,131.25,130.00,130.00,146.88,168.75,186.25,186.25,202.50,186.88,183.13,133.13,121.25,121.25,128.13,178.75,256.88,230.00,216.25,225.00,186.25,188.75,160.00,166.25,150.00,142.50,152.50,173.75,191.88,171.25,176.25,233.75,243.75,227.50,186.25,157.50,140.00,146.25,143.75,141.25,173.75,.,.,.,.
"....Palawan","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Palawan","RADDISH (LABANOS), 1 KG",80.71,78.72,72.74,69.75,65.76,67.75,68.75,82.50,83.75,80.00,77.50,96.25,101.25,91.25,82.50,87.50,95.00,103.75,98.75,98.75,95.63,92.50,105.00,106.25,107.50,105.00,105.00,98.75,98.75,110.00,112.50,113.75,101.25,108.75,106.25,108.75,102.50,100.00,105.00,112.50,115.00,136.25,137.50,86.25,101.25,130.00,147.50,157.50,155.00,152.50,121.25,100.00,105.00,121.25,112.50,115.00,.,.,.,.
"....Palawan","POTATO, 1 KG",127.77,143.33,137.77,123.33,115.55,103.33,110.00,125.00,111.25,121.25,123.75,108.75,138.75,118.75,112.50,116.25,102.50,96.88,100.00,97.50,103.13,105.00,111.25,155.00,180.00,175.00,140.00,135.00,127.50,128.13,138.75,150.00,166.25,193.75,207.50,195.00,166.25,141.25,152.50,148.75,135.00,148.75,156.25,146.88,136.25,127.50,133.75,150.00,171.25,157.50,157.50,140.00,132.50,127.50,116.25,127.50,.,.,.,.
"....Palawan","SWEET POTATO (CAMOTE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Palawan","GABI TUBERS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Romblon","CARROT, 1 KG",132.50,126.88,165.00,165.00,125.00,123.13,151.88,117.50,117.50,121.25,121.43,122.86,138.75,126.25,136.25,128.75,130.00,130.00,128.75,128.75,121.25,120.63,126.25,126.25,141.25,151.25,151.25,135.00,135.00,142.50,142.50,161.25,216.88,214.38,194.38,190.63,179.38,179.38,169.38,146.88,149.38,141.25,153.75,176.25,150.00,166.25,200.00,213.75,220.00,192.50,176.25,148.75,126.25,126.25,128.75,263.75,.,.,.,.
"....Romblon","TURNIP (SINGKAMAS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
