"Condiments: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December","2025 January","2025 February","2025 March","2025 April","2025 May","2025 June","2025 July","2025 August","2025 September","2025 October","2025 November","2025 December"
"....Batanes","GINGER, LOOSE, 1 KG",221.25,206.25,195.00,192.50,197.50,208.75,218.75,218.75,218.75,218.75,218.75,218.75,213.75,213.75,190.00,200.00,198.75,197.50,200.63,200.63,200.63,203.13,211.25,211.25,211.25,223.75,211.25,205.00,200.00,197.50,201.25,208.75,207.50,222.50,222.50,216.25,226.25,213.75,211.25,192.50,190.00,190.00,201.25,207.50,201.25,225.00,268.75,280.00,267.50,271.25,252.50,245.00,246.25,250.00,253.75,253.75,.,.,.,.
"....Cagayan","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cagayan","ONION RED CREOLE (BERMUDA RED), 1 KG",145.06,92.43,95.00,96.54,92.43,97.57,95.00,97.50,103.75,106.25,118.75,159.38,172.50,125.00,97.50,78.13,82.50,97.50,101.25,117.50,127.50,206.25,227.50,297.50,302.50,261.25,161.25,120.63,157.50,162.50,179.38,171.25,175.63,141.25,143.75,178.75,146.25,115.00,84.38,73.75,75.63,83.75,97.50,101.25,98.75,107.50,105.00,115.00,134.38,130.00,138.75,112.50,126.25,130.00,115.00,153.13,.,.,.,.
"....Cagayan","ONION WHITE (YELLOW GRANEX), 1 KG",85.93,79.61,78.35,74.81,71.40,73.29,65.71,65.71,70.00,72.86,72.86,74.29,82.86,67.14,62.86,61.43,68.57,85.71,91.43,191.43,378.57,371.43,235.71,275.00,301.43,210.00,121.43,108.75,167.50,156.88,177.50,155.00,150.63,127.50,120.00,130.00,132.50,110.00,71.88,60.63,69.38,74.38,76.88,85.00,116.25,122.50,110.00,113.75,123.75,116.88,105.00,97.50,112.50,116.25,100.00,132.50,.,.,.,.
"....Cagayan","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Isabela","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Isabela","ONION RED CREOLE (BERMUDA RED), 1 KG",121.75,99.10,114.67,107.59,97.68,113.25,117.50,107.50,115.63,124.38,132.50,165.00,175.00,121.25,97.50,91.25,77.50,91.25,90.00,127.50,131.25,200.00,217.50,305.00,377.50,247.50,167.50,130.00,171.25,185.00,190.00,190.00,187.50,171.25,176.25,207.50,172.50,110.00,100.00,97.50,101.25,111.25,110.00,112.50,115.00,115.00,110.00,112.50,127.50,156.25,152.50,133.75,131.25,143.75,147.50,158.75,.,.,.,.
"....Isabela","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Isabela","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Nueva Vizcaya","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Nueva Vizcaya","ONION RED CREOLE (BERMUDA RED), 1 KG",123.75,108.75,96.25,81.25,87.50,95.00,95.00,97.50,102.50,106.25,112.50,135.00,157.50,105.00,87.50,61.25,62.50,78.75,84.38,104.38,119.38,195.00,217.50,287.50,420.00,240.00,132.50,101.25,150.00,181.25,172.50,170.00,165.00,163.75,160.00,182.50,177.50,120.00,98.75,97.50,97.50,105.00,105.00,103.75,108.75,105.00,102.50,106.25,128.75,161.25,131.25,100.00,111.25,122.50,136.25,165.00,.,.,.,.
"....Nueva Vizcaya","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Nueva Vizcaya","GINGER, LOOSE, 1 KG",138.86,133.81,111.09,111.09,126.24,131.29,127.50,112.50,113.75,92.50,90.00,90.00,90.00,82.50,72.50,56.25,48.75,61.25,53.13,45.63,38.75,50.00,50.00,55.00,63.75,56.25,50.00,41.25,50.00,47.50,48.75,50.00,60.00,70.00,78.75,85.00,92.50,83.75,67.50,72.50,111.25,131.25,150.00,162.50,165.00,170.00,142.50,146.25,136.25,118.75,120.00,126.25,152.50,161.25,170.00,172.50,.,.,.,.
"....Quirino","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quirino","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quirino","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Quirino","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..III - Central Luzon","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..III - Central Luzon","ONION RED CREOLE (BERMUDA RED), 1 KG",139.10,109.99,103.29,98.32,100.80,97.57,106.90,113.41,121.31,130.35,135.05,155.64,189.81,140.76,87.43,77.98,78.84,89.44,100.33,131.43,144.68,200.97,231.67,286.38,484.77,269.85,145.31,124.70,166.56,177.48,176.30,179.75,172.83,155.75,145.19,157.17,152.55,127.68,98.05,89.16,95.94,109.56,112.18,111.56,112.32,110.70,108.80,112.29,137.18,149.59,138.30,120.11,125.17,139.83,145.90,167.79,.,.,.,.
"..III - Central Luzon","ONION WHITE (YELLOW GRANEX), 1 KG",117.54,110.46,97.71,93.47,90.63,92.05,93.46,97.69,99.50,102.63,110.00,111.54,103.50,105.19,84.54,85.44,95.53,109.13,121.42,195.03,289.25,370.90,368.25,405.71,429.45,282.67,157.09,146.23,188.42,196.04,197.92,190.00,173.81,164.84,154.34,152.04,146.84,127.23,99.13,98.40,101.00,111.63,112.82,115.69,144.57,142.13,132.73,136.04,148.19,138.61,139.63,127.78,128.09,139.13,143.36,171.63,.,.,.,.
"..III - Central Luzon","GINGER, LOOSE, 1 KG",139.42,130.94,128.77,136.92,138.60,141.15,135.13,137.35,125.23,117.52,113.38,107.13,109.89,97.21,96.07,95.36,88.54,87.30,88.75,93.02,84.28,97.30,102.63,118.53,124.44,103.05,99.06,95.24,95.90,100.06,97.23,101.56,104.83,110.59,122.18,122.19,124.69,124.34,125.64,129.49,148.66,189.80,211.38,206.89,206.55,211.98,208.62,203.73,204.69,188.95,189.00,175.63,186.12,205.90,203.81,199.58,.,.,.,.
"....Aurora","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Aurora","ONION RED CREOLE (BERMUDA RED), 1 KG",168.75,112.50,111.25,97.50,107.50,110.00,117.50,117.50,130.00,136.25,143.75,167.50,188.75,141.25,83.75,72.50,78.75,90.00,97.50,143.75,147.50,198.75,233.75,290.00,506.25,286.25,171.25,150.00,155.00,176.25,181.25,195.00,188.75,173.75,175.00,186.25,165.00,138.75,106.25,92.50,92.50,105.00,110.00,116.25,123.75,128.75,131.25,133.75,146.25,151.25,151.25,126.25,125.00,138.75,143.75,165.00,.,.,.,.
"....Aurora","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Aurora","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.00,81.25,75.00,75.00,75.00,76.25,78.75,75.00,75.00,82.50,83.75,95.00,90.00,91.25,85.00,85.00,85.00,90.00,106.25,128.75,127.50,142.50,153.75,160.00,170.00,162.50,160.00,155.00,130.00,127.50,195.00,182.50,178.75,.,.,.,.
"....Bataan","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bataan","ONION RED CREOLE (BERMUDA RED), 1 KG",184.95,120.10,104.49,93.68,96.08,87.67,106.88,126.88,126.88,130.63,138.13,143.38,201.75,165.00,113.75,108.75,98.75,107.86,107.50,139.38,142.13,215.25,218.88,276.88,605.00,314.88,183.50,127.25,173.63,188.75,185.00,200.00,196.25,181.25,145.00,162.75,169.38,137.00,102.88,91.13,95.13,112.50,118.25,119.50,117.00,102.88,97.50,102.50,125.00,146.25,138.75,140.00,136.50,140.00,141.50,153.25,.,.,.,.
"....Bataan","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bataan","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,170.30,147.50,141.25,131.25,125.63,126.88,127.50,114.38,108.75,108.75,111.25,126.88,143.75,134.75,142.38,148.75,148.00,154.75,236.25,278.00,271.00,262.00,220.88,208.25,204.63,224.75,219.75,217.25,221.00,223.50,226.00,227.25,227.25,.,.,.,.
"....Bulacan","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bulacan","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bulacan","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bulacan","GINGER, LOOSE, 1 KG",156.99,141.04,131.46,131.46,131.46,141.67,121.25,136.25,118.75,117.50,120.00,111.88,117.50,101.25,101.88,104.38,100.00,89.38,87.75,86.50,84.63,87.75,88.75,103.13,98.38,85.63,85.00,82.88,86.50,106.25,110.00,111.25,110.25,115.00,130.63,128.13,127.50,127.50,125.00,128.50,156.00,204.00,223.75,230.63,245.63,234.38,199.38,212.50,220.00,179.50,222.00,176.25,187.25,208.75,205.00,193.13,.,.,.,.
"....Nueva Ecija","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Nueva Ecija","ONION RED CREOLE (BERMUDA RED), 1 KG",106.25,93.75,87.50,77.50,78.75,88.75,96.25,95.00,120.00,117.50,118.75,140.00,177.50,92.50,65.63,63.13,63.13,70.63,83.88,113.75,131.25,167.50,211.25,261.25,433.75,227.50,112.50,91.25,141.25,153.75,156.25,153.75,152.50,125.00,121.25,132.50,126.25,118.75,86.25,77.50,90.00,95.00,96.88,101.25,92.50,91.25,91.25,98.75,122.50,132.50,98.75,83.75,105.63,122.50,125.00,135.00,.,.,.,.
"....Nueva Ecija","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Nueva Ecija","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.80,75.63,53.75,53.75,55.00,60.63,61.88,51.88,68.13,68.13,70.63,76.25,73.75,80.00,85.00,81.25,93.75,108.75,125.00,122.50,127.50,132.50,117.50,142.50,137.50,142.50,136.25,136.25,137.50,160.00,161.25,157.50,157.50,.,.,.,.
"....Pampanga","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Pampanga","ONION RED CREOLE (BERMUDA RED), 1 KG",99.33,80.09,77.61,79.84,84.43,76.36,92.50,115.63,111.25,128.13,131.25,158.13,189.38,159.38,68.75,63.13,73.13,76.88,86.25,132.50,141.25,188.13,253.75,297.50,456.13,260.00,121.00,111.25,165.00,172.50,170.00,167.13,160.00,139.75,118.25,128.75,145.00,102.38,80.50,73.50,92.13,101.50,103.75,107.50,104.50,101.25,94.00,96.50,127.50,155.50,128.75,109.88,119.25,127.38,133.63,163.63,.,.,.,.
"....Pampanga","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Pampanga","GINGER, LOOSE, 1 KG",114.94,110.54,112.43,121.85,128.76,124.36,126.25,133.33,129.17,106.67,93.77,89.38,96.88,86.63,86.88,81.88,69.38,73.75,76.25,88.75,76.25,96.25,110.00,98.75,95.25,91.63,76.75,72.50,77.50,85.50,84.38,87.50,91.88,109.38,121.25,112.50,120.50,108.50,114.13,125.50,164.00,199.50,218.00,201.88,193.75,225.50,214.50,202.25,206.25,173.75,171.25,160.00,165.00,191.00,194.75,192.88,.,.,.,.
"....Tarlac","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Tarlac","ONION RED CREOLE (BERMUDA RED), 1 KG",120.55,103.33,96.15,104.76,107.63,103.32,104.75,104.75,112.13,122.00,130.75,147.50,173.13,129.38,81.25,81.25,74.38,89.50,100.75,114.50,137.25,197.50,214.38,282.50,470.00,291.29,143.57,121.43,177.00,169.14,162.86,165.71,167.14,150.00,152.86,171.43,150.25,122.38,93.25,90.75,95.63,108.75,109.13,114.25,111.50,112.75,105.25,102.75,153.25,157.25,146.00,116.25,117.50,133.75,146.25,177.50,.,.,.,.
"....Tarlac","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Tarlac","GINGER, LOOSE, 1 KG",165.80,156.84,153.85,167.23,159.82,168.78,161.25,155.63,136.75,126.75,134.75,137.25,127.25,115.13,109.25,116.00,112.25,114.75,114.75,111.00,106.25,118.13,118.00,115.50,118.75,118.75,117.50,106.00,109.75,106.00,103.50,113.00,111.25,120.00,136.25,131.25,140.25,144.75,144.75,143.50,173.50,225.00,215.00,214.00,212.00,214.50,214.50,210.75,218.25,215.75,209.75,197.88,200.25,216.13,213.75,216.25,.,.,.,.
"....Zambales","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Zambales","ONION RED CREOLE (BERMUDA RED), 1 KG",151.41,131.78,123.37,114.96,112.16,107.95,110.75,117.75,137.00,143.25,146.13,166.88,204.88,182.38,97.25,92.38,90.00,105.88,118.25,133.75,157.50,219.38,220.00,296.25,459.13,259.75,171.25,142.38,190.63,198.63,190.00,192.50,180.00,166.25,168.75,181.25,175.00,151.25,117.13,97.00,104.13,118.75,118.63,119.25,118.88,118.13,115.13,119.00,153.25,141.00,139.25,129.75,132.50,152.50,161.25,195.00,.,.,.,.
"....Zambales","ONION WHITE (YELLOW GRANEX), 1 KG",109.40,102.81,90.95,87.00,84.36,85.68,87.00,90.88,95.50,103.00,110.00,112.50,106.00,114.38,86.25,89.38,96.63,107.50,116.75,194.38,335.00,445.00,445.00,528.74,578.33,281.67,153.75,151.29,200.00,195.83,201.67,193.33,179.29,168.00,152.50,151.25,147.50,130.63,103.75,95.63,97.50,108.75,111.13,116.88,149.63,139.75,125.13,128.75,150.38,130.38,127.25,116.88,117.50,126.25,135.63,172.50,.,.,.,.
"....Zambales","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136.76,138.13,135.63,127.38,128.63,126.63,132.25,131.63,134.88,136.25,138.75,152.50,163.13,164.75,163.50,164.75,168.50,176.00,208.25,253.63,238.75,250.75,272.00,255.75,238.25,239.50,220.38,210.00,206.75,205.38,211.13,217.25,212.50,.,.,.,.
"....City of Angeles","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Angeles","ONION RED CREOLE (BERMUDA RED), 1 KG",103.34,83.32,80.74,83.07,87.84,79.45,96.24,101.50,104.00,123.50,119.50,137.00,172.78,99.59,90.84,56.33,61.71,68.00,88.75,130.83,146.25,183.75,243.78,290.83,442.92,226.67,107.50,117.08,157.50,162.50,166.67,165.00,155.00,140.83,118.33,120.00,114.17,102.50,89.17,82.08,89.17,112.50,115.00,90.83,93.75,94.58,96.67,95.00,113.33,150.00,132.50,106.67,115.83,137.92,140.83,166.25,.,.,.,.
"....City of Angeles","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Angeles","GINGER, LOOSE, 1 KG",119.94,115.35,117.32,127.15,134.37,129.78,131.75,124.17,116.25,119.17,105.00,90.00,97.92,85.83,86.25,79.17,72.54,71.33,76.25,85.83,70.00,87.08,93.75,82.50,81.67,76.67,72.92,77.50,82.08,82.08,80.83,87.92,102.50,113.33,111.25,100.00,102.08,101.25,114.17,119.58,158.33,201.25,215.83,190.00,169.17,207.50,215.00,194.17,182.50,164.17,173.33,161.67,196.67,205.00,200.83,187.50,.,.,.,.
"....City of Olongapo","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Olongapo","ONION RED CREOLE (BERMUDA RED), 1 KG",178.18,155.08,145.18,135.28,131.98,127.03,130.33,128.25,129.25,141.50,152.17,184.75,210.33,156.58,98.25,86.33,90.83,106.75,119.75,143.00,154.33,237.50,257.58,295.83,505.00,292.42,151.92,136.92,172.50,198.33,198.33,198.92,183.00,169.17,162.08,174.42,175.33,148.42,109.00,108.83,108.83,122.50,125.83,123.67,136.67,136.00,139.33,150.08,156.33,163.00,171.17,148.33,149.17,165.83,175.00,186.67,.,.,.,.
"....City of Olongapo","ONION WHITE (YELLOW GRANEX), 1 KG",125.67,118.10,104.47,99.93,96.90,98.41,99.92,104.50,103.50,102.25,110.00,110.58,101.00,96.00,82.83,81.50,94.42,110.75,126.08,195.67,243.50,296.80,291.50,282.67,280.57,283.67,160.42,141.17,176.83,196.25,194.17,186.67,168.33,161.67,156.17,152.83,146.17,123.83,94.50,101.17,104.50,114.50,114.50,114.50,139.50,144.50,140.33,143.33,146.00,146.83,152.00,138.67,138.67,152.00,151.08,170.75,.,.,.,.
"....City of Olongapo","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,201.05,283.40,149.17,152.00,134.00,116.92,120.33,123.50,127.58,132.00,133.25,149.58,157.17,161.17,161.17,153.00,153.08,156.58,202.67,247.00,260.75,250.67,261.83,267.67,263.50,246.00,231.00,206.17,189.58,209.50,238.83,235.50,230.50,.,.,.,.
"..IV-A - CALABARZON","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..IV-A - CALABARZON","ONION RED CREOLE (BERMUDA RED), 1 KG",111.09,112.30,115.02,104.44,110.19,111.40,110.79,115.63,127.82,141.88,154.57,187.94,234.69,132.82,85.32,64.88,81.57,91.44,97.88,134.38,142.38,199.75,241.25,307.36,535.65,303.63,145.06,116.65,175.59,174.65,174.67,172.98,162.34,152.06,152.84,180.73,160.19,133.84,101.77,94.75,98.96,105.42,104.81,103.79,104.19,102.63,103.54,107.92,126.98,154.90,134.48,118.50,128.23,130.27,137.36,149.96,.,.,.,.
"..IV-A - CALABARZON","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..IV-A - CALABARZON","GINGER, LOOSE, 1 KG",166.46,165.21,151.24,138.13,141.33,138.60,140.76,154.38,160.63,150.94,152.50,147.44,155.00,148.94,139.57,132.38,126.13,132.07,129.88,120.63,119.38,131.25,132.19,130.09,129.88,123.53,111.28,109.10,109.25,112.06,111.13,121.91,134.69,137.50,147.75,144.75,145.38,147.75,139.94,148.38,171.66,197.88,230.94,216.00,217.50,214.56,244.38,231.00,216.63,197.25,190.81,177.19,184.81,201.41,200.13,215.25,.,.,.,.
"....Batangas","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Batangas","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,286.24,550.83,373.00,135.00,112.75,147.50,143.75,153.75,153.75,145.00,145.00,132.50,155.00,147.50,127.50,106.25,96.25,95.63,103.75,98.75,102.50,100.00,93.00,91.50,95.00,117.50,131.25,113.75,108.75,120.00,122.50,125.00,135.00,.,.,.,.
"....Batangas","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Batangas","GINGER, LOOSE, 1 KG",170.00,167.50,135.63,136.88,141.88,135.00,150.00,167.50,182.50,173.75,171.25,171.13,170.00,161.00,157.25,154.75,141.00,139.75,141.00,126.25,126.25,130.00,132.50,132.50,130.00,130.00,125.00,130.00,125.00,121.25,116.25,127.50,142.50,147.50,142.50,140.00,138.75,143.75,141.25,151.25,158.13,208.75,243.75,212.50,207.50,203.75,251.25,232.50,216.25,206.25,196.25,172.50,173.75,187.50,199.00,225.25,.,.,.,.
"....Cavite","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cavite","ONION RED CREOLE (BERMUDA RED), 1 KG",113.07,115.49,120.93,99.77,105.82,102.79,101.58,111.25,120.63,138.75,144.13,180.88,194.38,128.13,80.63,69.75,80.63,92.88,95.75,128.75,138.50,204.50,232.50,277.50,508.75,285.00,125.00,116.88,170.38,172.25,176.88,179.38,160.63,148.75,154.38,178.75,172.88,121.25,96.25,96.25,109.13,116.63,118.50,115.75,116.63,107.00,108.75,113.75,137.50,169.50,142.00,134.13,132.50,136.25,151.88,152.88,.,.,.,.
"....Cavite","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
